chapter	linenumber	word	n_words	n
Глава 1	100	явлюсь	4804	1
Глава 1	100	к	4804	32
Глава 1	100	ней	4804	6
Глава 1	100	собственной	4804	2
Глава 1	101	персоной	4804	2
Глава 1	103	и	4804	141
Глава 1	103	спустя	4804	1
Глава 1	103	полчаса	4804	1
Глава 1	103	я	4804	133
Глава 1	103	поднялся	4804	1
Глава 1	103	по	4804	18
Глава 1	103	ступеням	4804	1
Глава 1	103	ее	4804	11
Глава 1	103	особняка	4804	1
Глава 1	103	старый	4804	2
Глава 1	103	теткин	4804	1
Глава 1	104	дворецкий	4804	1
Глава 1	104	сеппингс	4804	1
Глава 1	104	распахнул	4804	1
Глава 1	104	передо	4804	2
Глава 1	104	мной	4804	4
Глава 1	104	дверь	4804	4
Глава 1	104	и	4804	141
Глава 1	104	я	4804	133
Глава 1	104	вошел	4804	2
Глава 1	104	в	4804	147
Глава 1	104	дом	4804	2
Глава 1	104	не	4804	90
Глава 1	105	подозревая	4804	1
Глава 1	105	что	4804	84
Глава 1	105	всего	4804	4
Глава 1	105	через	4804	4
Глава 1	105	несколько	4804	4
Глава 1	105	минут	4804	2
Глава 1	105	буду	4804	4
Глава 1	105	втянут	4804	1
Глава 1	105	в	4804	147
Глава 1	105	передрягу	4804	1
Глава 1	105	которая	4804	4
Глава 1	106	подвергнет	4804	1
Глава 1	106	фамильную	4804	1
Глава 1	106	честь	4804	2
Глава 1	106	вустеров	4804	3
Глава 1	106	величайшему	4804	1
Глава 1	106	испытанию	4804	1
Глава 1	106	какое	4804	2
Глава 1	106	только	4804	7
Глава 1	107	выпадало	4804	1
Глава 1	107	на	4804	65
Глава 1	107	долю	4804	1
Глава 1	107	представителей	4804	1
Глава 1	107	нашего	4804	1
Глава 1	107	славного	4804	1
Глава 1	107	рода	4804	1
Глава 1	107	я	4804	133
Глава 1	107	имею	4804	2
Глава 1	107	в	4804	147
Глава 1	107	виду	4804	1
Глава 1	107	эту	4804	5
Глава 1	108	кошмарную	4804	1
Глава 1	108	историю	4804	3
Глава 1	108	в	4804	147
Глава 1	108	которой	4804	2
Глава 1	108	фигурировали	4804	1
Глава 1	108	гасси	4804	12
Глава 1	108	финк	4804	5
Глава 1	108	ноттл	4804	2
Глава 1	108	мадлен	4804	5
Глава 1	108	бассет	4804	15
Глава 1	109	папаша	4804	7
Глава 1	109	бассет	4804	15
Глава 1	109	стиффи	4804	1
Глава 1	109	бинг	4804	1
Глава 1	109	преподобный	4804	1
Глава 1	109	г	4804	1
Глава 1	109	п	4804	1
Глава 1	109	пинкер	4804	1
Глава 1	109	растяпа	4804	1
Глава 1	109	серебряный	4804	1
Глава 1	110	сливочник	4804	4
Глава 1	110	в	4804	147
Глава 1	110	форме	4804	2
Глава 1	110	коровы	4804	2
Глава 1	110	работы	4804	5
Глава 1	110	восемнадцатого	4804	4
Глава 1	110	века	4804	5
Глава 1	110	а	4804	23
Глава 1	110	также	4804	1
Глава 1	110	маленький	4804	1
Глава 1	111	блокнот	4804	1
Глава 1	111	в	4804	147
Глава 1	111	кожаном	4804	1
Глава 1	111	переплете	4804	1
Глава 1	112	нет	4804	11
Глава 1	112	я	4804	133
Глава 1	112	не	4804	90
Глава 1	112	почувствовал	4804	2
Глава 1	112	приближения	4804	1
Глава 1	112	рокового	4804	1
Глава 1	112	поворота	4804	1
Глава 1	112	судьбы	4804	2
Глава 1	112	даже	4804	13
Глава 1	113	слабая	4804	1
Глава 1	113	тень	4804	1
Глава 1	113	тревоги	4804	1
Глава 1	113	не	4804	90
Глава 1	113	омрачила	4804	1
Глава 1	113	моей	4804	4
Глава 1	113	безмятежной	4804	1
Глава 1	113	радости	4804	1
Глава 1	113	мне	4804	33
Глава 1	113	не	4804	90
Глава 1	113	терпелось	4804	1
Глава 1	114	увидеть	4804	1
Глава 1	114	тетю	4804	1
Глава 1	114	далию	4804	1
Глава 1	114	наверно	4804	1
Глава 1	114	я	4804	133
Глава 1	114	уже	4804	8
Глава 1	114	говорил	4804	1
Глава 1	114	что	4804	84
Глава 1	114	обожаю	4804	1
Глава 1	114	ее	4804	11
Глава 1	114	она	4804	19
Глава 1	114	вполне	4804	3
Глава 1	114	этого	4804	4
Глава 1	115	заслуживает	4804	1
Глава 1	115	и	4804	141
Глава 1	115	пожалуйста	4804	5
Глава 1	115	не	4804	90
Глава 1	115	путайте	4804	1
Глава 1	115	ее	4804	11
Глава 1	115	с	4804	57
Глава 1	115	тетей	4804	1
Глава 1	115	агатой	4804	1
Глава 1	115	та	4804	2
Глава 1	115	настоящая	4804	1
Глава 1	116	ведьма	4804	1
Глава 1	116	ничуть	4804	1
Глава 1	116	не	4804	90
Глава 1	116	удивлюсь	4804	1
Глава 1	116	если	4804	10
Глава 1	116	узнаю	4804	1
Глава 1	116	что	4804	84
Глава 1	116	она	4804	19
Глава 1	116	с	4804	57
Глава 1	116	хрустом	4804	1
Глава 1	116	жует	4804	1
Глава 1	116	бутылочные	4804	1
Глава 1	117	осколки	4804	1
Глава 1	117	и	4804	141
Глава 1	117	надевает	4804	1
Глава 1	117	сорочку	4804	1
Глава 1	117	из	4804	26
Глава 1	117	колючей	4804	1
Глава 1	117	проволоки	4804	1
Глава 1	117	прямо	4804	3
Глава 1	117	на	4804	65
Глава 1	117	голое	4804	1
Глава 1	117	тело	4804	1
Глава 1	117	манили	4804	1
Глава 1	118	меня	4804	25
Глава 1	118	в	4804	147
Глава 1	118	этот	4804	13
Глава 1	118	дом	4804	2
Глава 1	118	не	4804	90
Глава 1	118	одни	4804	1
Глава 1	118	только	4804	7
Глава 1	118	интеллектуальные	4804	1
Глава 1	118	наслаждения	4804	1
Глава 1	118	всласть	4804	1
Глава 1	119	посплетничать	4804	1
Глава 1	119	с	4804	57
Глава 1	119	любимой	4804	2
Глава 1	119	теткой	4804	1
Глава 1	119	я	4804	133
Глава 1	119	к	4804	32
Глава 1	119	тому	4804	1
Глава 1	119	же	4804	6
Глава 1	119	пламенно	4804	1
Глава 1	119	надеялся	4804	1
Глава 1	119	что	4804	84
Глава 1	119	сумею	4804	1
Глава 1	120	напроситься	4804	2
Глава 1	120	к	4804	32
Глава 1	120	ней	4804	6
Глава 1	120	на	4804	65
Глава 1	120	обед	4804	1
Глава 1	120	кулинарные	4804	1
Глава 1	120	изыски	4804	1
Глава 1	120	ее	4804	11
Глава 1	120	повара	4804	1
Глава 1	120	француза	4804	1
Глава 1	120	анатоля	4804	3
Глава 1	121	способны	4804	3
Глава 1	121	привести	4804	1
Глава 1	121	в	4804	147
Глава 1	121	восторг	4804	2
Глава 1	121	самого	4804	1
Глава 1	121	взыскательного	4804	1
Глава 1	121	гурмана	4804	1
Глава 1	122	дверь	4804	4
Глава 1	122	в	4804	147
Глава 1	122	примыкающую	4804	1
Глава 1	122	к	4804	32
Глава 1	122	кухне	4804	1
Глава 1	122	малую	4804	1
Глава 1	122	столовую	4804	1
Глава 1	122	была	4804	4
Глава 1	122	открыта	4804	1
Глава 1	122	и	4804	141
Глава 1	122	проходя	4804	1
Глава 1	123	мимо	4804	2
Глава 1	123	я	4804	133
Глава 1	123	увидел	4804	1
Глава 1	123	что	4804	84
Глава 1	123	дядя	4804	2
Глава 1	123	том	4804	3
Глава 1	123	колдует	4804	1
Глава 1	123	над	4804	1
Глава 1	123	своей	4804	4
Глава 1	123	коллекцией	4804	1
Глава 1	123	старинного	4804	1
Глава 1	124	серебра	4804	1
Глава 1	124	конечно	4804	8
Глава 1	124	надо	4804	7
Глава 1	124	бы	4804	18
Глава 1	124	с	4804	57
Глава 1	124	ним	4804	2
Глава 1	124	поздороваться	4804	1
Глава 1	124	спросить	4804	1
Глава 1	124	как	4804	40
Глава 1	124	желудок	4804	1
Глава 1	124	ведь	4804	5
Глава 1	125	старикан	4804	4
Глава 1	125	страдает	4804	1
Глава 1	125	несварением	4804	1
Глава 1	125	но	4804	33
Глава 1	125	соображения	4804	1
Глава 1	125	здравого	4804	1
Глава 1	125	смысла	4804	1
Глава 1	125	одержали	4804	1
Глава 1	125	верх	4804	1
Глава 1	126	мой	4804	6
Глава 1	126	дядюшка	4804	2
Глава 1	126	из	4804	26
Глава 1	126	тех	4804	2
Глава 1	126	зануд	4804	1
Глава 1	126	что	4804	84
Глава 1	126	едва	4804	1
Глава 1	126	завидят	4804	1
Глава 1	126	племянника	4804	1
Глава 1	126	хвать	4804	1
Глава 1	126	его	4804	29
Глава 1	126	за	4804	26
Глава 1	126	лацкан	4804	1
Глава 1	127	и	4804	141
Глава 1	127	ну	4804	12
Глава 1	127	просвещать	4804	1
Глава 1	127	по	4804	18
Глава 1	127	поводу	4804	3
Глава 1	127	серебряных	4804	1
Глава 1	127	подсвечников	4804	1
Глава 1	127	античных	4804	1
Глава 1	127	лиственных	4804	1
Глава 1	128	узоров	4804	1
Глава 1	128	венков	4804	1
Глава 1	128	резьбы	4804	1
Глава 1	128	чеканки	4804	1
Глава 1	128	барельефов	4804	1
Глава 1	128	горельефов	4804	1
Глава 1	128	романского	4804	1
Глава 1	129	орнамента	4804	1
Глава 1	129	в	4804	147
Глава 1	129	виде	4804	2
Глава 1	129	цепи	4804	1
Глава 1	129	выпуклых	4804	1
Глава 1	129	овалов	4804	1
Глава 1	129	у	4804	20
Глава 1	129	края	4804	1
Глава 1	129	изделия	4804	2
Глава 1	129	так	4804	20
Глава 1	129	что	4804	84
Глава 1	129	я	4804	133
Глава 1	129	счел	4804	2
Глава 1	129	за	4804	26
Глава 1	130	благо	4804	1
Глава 1	130	не	4804	90
Глава 1	130	провоцировать	4804	1
Глава 1	130	его	4804	29
Глава 1	130	прикусил	4804	1
Глава 1	130	язык	4804	1
Глава 1	130	и	4804	141
Глава 1	130	на	4804	65
Глава 1	130	цыпочках	4804	1
Глава 1	130	в	4804	147
Глава 1	130	библиотеку	4804	1
Глава 1	130	где	4804	5
Глава 1	131	как	4804	40
Глава 1	131	мне	4804	33
Глава 1	131	сообщили	4804	1
Глава 1	131	расположилась	4804	1
Глава 1	131	тетушка	4804	6
Глава 1	131	далия	4804	4
Глава 1	132	старушенция	4804	1
Глава 1	132	по	4804	18
Глава 1	132	самый	4804	2
Глава 1	132	перманент	4804	1
Глава 1	132	зарылась	4804	1
Глава 1	132	в	4804	147
Глава 1	132	ворох	4804	1
Глава 1	132	гранок	4804	1
Глава 1	132	всему	4804	1
Глава 1	132	свету	4804	1
Глава 1	133	известно	4804	4
Глава 1	133	что	4804	84
Глава 1	133	сия	4804	1
Глава 1	133	изысканная	4804	1
Глава 1	133	дама	4804	2
Глава 1	133	знаменитый	4804	1
Глава 1	133	издатель	4804	1
Глава 1	133	еженедельника	4804	1
Глава 1	133	для	4804	13
Глава 1	134	юных	4804	2
Глава 1	134	отпрысков	4804	1
Глава 1	134	благородных	4804	1
Глава 1	134	семейств	4804	1
Глава 1	134	называемого	4804	1
Глава 1	134	будуар	4804	1
Глава 1	134	элегантной	4804	1
Глава 1	134	дамы	4804	1
Глава 1	135	однажды	4804	1
Глава 1	135	я	4804	133
Глава 1	135	написал	4804	1
Глава 1	135	для	4804	13
Глава 1	135	него	4804	9
Глава 1	135	статью	4804	1
Глава 1	135	под	4804	5
Глава 1	135	заголовком	4804	1
Глава 1	135	что	4804	84
Глава 1	135	носит	4804	1
Глава 1	135	хорошо	4804	4
Глава 1	135	одетый	4804	1
Глава 1	136	мужчина	4804	1
Глава 1	137	при	4804	8
Глава 1	137	моем	4804	4
Глава 1	137	появлении	4804	2
Глава 1	137	тетушка	4804	6
Глава 1	137	вынырнула	4804	1
Глава 1	137	из	4804	26
Глава 1	137	бумаг	4804	1
Глава 1	137	и	4804	141
Глава 1	137	в	4804	147
Глава 1	137	знак	4804	1
Глава 1	137	приветствия	4804	1
Глава 1	138	издала	4804	1
Глава 1	138	громкое	4804	1
Глава 1	138	улюлю	4804	1
Глава 1	138	как	4804	40
Глава 1	138	в	4804	147
Глава 1	138	былые	4804	1
Глава 1	138	времена	4804	1
Глава 1	138	на	4804	65
Глава 1	138	травле	4804	1
Глава 1	138	лис	4804	1
Глава 1	138	когда	4804	7
Глава 1	138	она	4804	19
Глава 1	139	считалась	4804	1
Глава 1	139	самой	4804	1
Глава 1	139	заметной	4804	1
Глава 1	139	фигурой	4804	1
Глава 1	139	в	4804	147
Глава 1	139	куорне	4804	1
Глава 1	139	пайтчли	4804	1
Глава 1	139	и	4804	141
Глава 1	139	других	4804	1
Глава 1	139	охотничьих	4804	1
Глава 1	140	обществах	4804	1
Глава 1	140	из	4804	26
Глава 1	140	за	4804	26
Глава 1	140	которых	4804	2
Глава 1	140	лисы	4804	1
Глава 1	140	стали	4804	1
Глава 1	140	чувствовать	4804	2
Глава 1	140	себя	4804	10
Глава 1	140	в	4804	147
Глава 1	140	англии	4804	1
Глава 1	140	довольно	4804	1
Глава 1	141	неуютно	4804	1
Глава 1	142	здорово	4804	1
Глава 1	142	чучело	4804	1
Глава 1	142	произнесла	4804	1
Глава 1	142	она	4804	19
Глава 1	142	зачем	4804	3
Глава 1	142	пожаловал	4804	1
Глава 1	143	насколько	4804	2
Глава 1	143	я	4804	133
Глава 1	143	понял	4804	3
Глава 1	143	дражайшая	4804	2
Глава 1	143	родственница	4804	1
Глава 1	143	вы	4804	28
Глава 1	143	изъявили	4804	1
Глава 1	143	желание	4804	2
Глава 1	144	побеседовать	4804	2
Глава 1	144	со	4804	4
Глава 1	144	мной	4804	4
Глава 1	145	но	4804	33
Глава 1	145	это	4804	31
Глава 1	145	вовсе	4804	1
Глава 1	145	не	4804	90
Глава 1	145	значит	4804	2
Глава 1	145	что	4804	84
Глава 1	145	ты	4804	13
Глава 1	145	должен	4804	2
Глава 1	145	вломиться	4804	1
Глава 1	145	ко	4804	2
Глава 1	145	мне	4804	33
Глава 1	145	и	4804	141
Глава 1	145	оторвать	4804	1
Глава 1	145	от	4804	10
Глава 1	146	работы	4804	5
Глава 1	146	можно	4804	2
Глава 1	146	было	4804	8
